label,controller,delay_frames,ego_speed_kmh,mu,trigger_d,dart_speed_kmh,avoided,collision_with,s_clearance,a_b_mfdd,t_c_warn,dv_speed_var,collision_speed_kmh,peak_decel,brake_distance,min_dist,a_req_at_brake,a_max,is_conflict,result_txt,noise_sigma_m,noise_sigma_vr,dropout_p,dropout_mode,test_mode,seed,comp_source,comp_L_frames
baseline,baseline,0,30.0,0.4,20.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.587975167140971,24.63102898449902,5.3689710155009776,3.924000000000003,0.0,3.8101861042736167,2.2036449020803137,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,0.0,0.0,0.0,freeze,original,8350015,,0
baseline,baseline,0,30.0,0.4,25.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.1524483666416514,22.288339529190758,7.711660470809241,3.924000000000003,0.0,3.8208499496696113,3.3316693273856473,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,0.0,0.0,0.0,freeze,original,8350016,,0
baseline,baseline,0,30.0,0.4,30.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.577512759407205,23.982823794189297,6.017176205810702,3.924000000000003,0.0,3.8216422586400993,2.617638337913078,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,0.0,0.0,0.0,freeze,original,8350017,,0
baseline,baseline,0,30.0,0.4,35.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.5791092051880642,23.978427517408754,6.021572482591248,3.924000000000003,0.0,3.8213329125157935,2.6176888670134737,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,0.0,0.0,0.0,freeze,original,8350018,,0
baseline,baseline,0,30.0,0.4,40.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.5775136790550224,23.982817306347748,6.01718269365225,3.924000000000003,0.0,3.8216383795034,2.6176368107185692,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,0.0,0.0,0.0,freeze,original,8350019,,0
baseline,baseline,0,40.0,0.85,20.0,20.0,True,,1.4112985349541418,6.547570622823611,1.2511492783422866,40.0,0.0,8.3385,12.330005645751953,5.0853593058364766,3.961490876976411,8.3385,True,AVOIDED,0.0,0.0,0.0,freeze,original,8350020,,0
baseline,baseline,0,40.0,0.85,25.0,20.0,True,,1.4176998844259536,3.76538043473354,1.5806811107489096,40.0,0.0,8.3385,16.740442276000977,5.091802032137474,3.1546168343696994,8.3385,True,AVOIDED,0.0,0.0,0.0,freeze,original,8350021,,0
baseline,baseline,0,40.0,0.85,30.0,20.0,True,,0.7296843913079281,7.866816028342706,1.0491368030451966,40.0,0.0,8.338500000000018,11.355693817138672,4.403767487520606,5.008331380756813,8.3385,True,AVOIDED,0.0,0.0,0.0,freeze,original,8350022,,0
baseline,baseline,0,40.0,0.85,35.0,20.0,True,,1.5823564393882137,4.037112762822045,1.5394874871753652,40.0,0.0,8.3385,16.023054122924805,5.256443362897178,3.448934301588219,8.3385,True,AVOIDED,0.0,0.0,0.0,freeze,original,8350023,,0
baseline,baseline,0,40.0,0.85,40.0,20.0,True,,1.5812645941922856,4.037136743979588,1.5928784294129137,40.0,0.0,8.3385,16.023218154907227,5.255408709153902,3.4611625695600736,8.3385,True,AVOIDED,0.0,0.0,0.0,freeze,original,8350024,,0
baseline,baseline,0,40.0,0.4,20.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.2505893656561895,27.315291825114063,12.684708174885937,3.924000000000003,0.0,3.8292793477138014,3.961428079871577,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,0.0,0.0,0.0,freeze,original,8350025,,0
baseline,baseline,0,40.0,0.4,25.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.5801827437600193,28.080560056676703,11.919439943323296,3.924000000000003,0.0,3.829948472986753,3.155015665986659,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,0.0,0.0,0.0,freeze,original,8350026,,0
baseline,baseline,0,40.0,0.4,30.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.0489616162358588,26.38455681638669,13.615443183613309,3.924000000000003,0.0,3.842866675429067,5.00778443697093,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,0.0,0.0,0.0,freeze,original,8350027,,0
baseline,baseline,0,40.0,0.4,35.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.5397127114380706,27.992722190578665,12.007277809421335,3.924000000000003,0.0,3.8311647454694677,3.4490762113198645,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,0.0,0.0,0.0,freeze,original,8350028,,0
baseline,baseline,0,40.0,0.4,40.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.5926932086954897,27.938197183866908,12.061802816133092,3.924000000000003,0.0,3.830557253990921,3.461103302230078,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,0.0,0.0,0.0,freeze,original,8350029,,0
baseline,baseline,0,50.0,0.85,20.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.0283507624270962,40.06249266681665,9.937507333183348,8.3385,0.0,3.8466471779714833,6.251445427884491,8.3385,True,COLLISION with vehicle.ue4.audi.tt,0.0,0.0,0.0,freeze,original,8350030,,0
baseline,baseline,0,50.0,0.85,25.0,20.0,True,,0.25844992026364544,6.805111960610857,1.3761703297458985,50.0,0.0,8.338500000000018,18.85797691345215,3.932616992230024,4.67326940838413,8.3385,True,AVOIDED,0.0,0.0,0.0,freeze,original,8350031,,0
baseline,baseline,0,50.0,0.85,30.0,20.0,True,,0.936152335654441,0.0,1.5914886549580785,50.0,0.0,8.338500000000018,21.630718231201172,4.610235539880017,4.049783573080824,8.3385,True,AVOIDED,0.0,0.0,0.0,freeze,original,8350032,,0
baseline,baseline,0,50.0,0.85,35.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.0048868253619239,40.421829034889484,9.578170965110512,8.3385,0.0,3.8209906827530276,6.639623851641858,8.3385,True,COLLISION with vehicle.ue4.audi.tt,0.0,0.0,0.0,freeze,original,8350033,,0
baseline,baseline,0,50.0,0.85,40.0,20.0,False,vehicle.ue4.audi.tt,0.0,6.6319939582979135,1.3507387427231656,46.86250154596955,3.1374984540304514,8.338500000000018,0.0,3.8094106452592396,4.970826623211005,8.3385,True,COLLISION with vehicle.ue4.audi.tt,0.0,0.0,0.0,freeze,original,8350034,,0
baseline,baseline,0,50.0,0.4,20.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.0283095496803998,23.91344458790742,26.08655541209258,3.9239999999999853,0.0,4.073086779224774,6.252550149773482,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,0.0,0.0,0.0,freeze,original,8350035,,0
baseline,baseline,0,50.0,0.4,25.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.3758346436684956,32.092390915243925,17.907609084756075,3.9239999999999853,0.0,3.839655211212979,4.67320867168864,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,0.0,0.0,0.0,freeze,original,8350036,,0
baseline,baseline,0,50.0,0.4,30.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.5906147719509276,32.989133996371834,17.010866003628163,3.9239999999999853,0.0,3.8246105087974716,4.049862616492112,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,0.0,0.0,0.0,freeze,original,8350037,,0
baseline,baseline,0,50.0,0.4,35.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.0052796221372668,30.609216356394715,19.390783643605285,3.9239999999999853,0.0,3.8199346028442625,6.638729057848494,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,0.0,0.0,0.0,freeze,original,8350038,,0
baseline,baseline,0,50.0,0.4,40.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.35124442383934,32.06781511003177,17.932184889968227,3.9239999999999853,0.0,3.849526025675441,4.970579322990501,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,0.0,0.0,0.0,freeze,original,8350039,,0
baseline,baseline,0,60.0,0.85,20.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,0.8715222210920067,34.252382805151434,25.747617194848566,8.338499999999982,0.0,4.272007439648291,9.086393451542861,8.3385,True,COLLISION with vehicle.ue4.audi.tt,0.0,0.0,0.0,freeze,original,8350040,,0
baseline,baseline,0,60.0,0.85,25.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.1321023594448238,45.742719216938966,14.257280783061033,8.3385,0.0,3.8409955591786735,6.9582527156196,8.3385,True,COLLISION with vehicle.ue4.audi.tt,0.0,0.0,0.0,freeze,original,8350041,,0
baseline,baseline,0,60.0,0.85,30.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.450181401363242,49.330977715363765,10.669022284636236,8.3385,0.0,3.82948897945292,5.434061926855033,8.3385,True,COLLISION with vehicle.ue4.audi.tt,0.0,0.0,0.0,freeze,original,8350042,,0
baseline,baseline,0,60.0,0.85,35.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.5804397157617378,51.01975107703288,8.980248922967121,8.3385,0.0,3.821494920383225,4.996850708416284,8.3385,True,COLLISION with vehicle.ue4.audi.tt,0.0,0.0,0.0,freeze,original,8350043,,0
baseline,baseline,0,60.0,0.85,40.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,0.9409190833451215,42.99367392543163,17.00632607456837,8.338499999999982,0.0,3.8245848697137528,8.58376355436793,8.3385,True,COLLISION with vehicle.ue4.audi.tt,0.0,0.0,0.0,freeze,original,8350044,,0
baseline,baseline,0,60.0,0.4,20.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,0.8715254526935651,14.693154287502807,45.30684571249719,3.9239999999999853,0.0,3.8891209749824207,9.086313642403866,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,0.0,0.0,0.0,freeze,original,8350045,,0
baseline,baseline,0,60.0,0.4,25.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.1320984504324096,33.32021871866009,26.679781281339913,3.9239999999999853,0.0,3.8894141158943203,6.958298042137608,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,0.0,0.0,0.0,freeze,original,8350046,,0
baseline,baseline,0,60.0,0.4,30.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.450180316163522,36.89459013397051,23.105409866029493,3.9239999999999853,0.0,3.845574930724103,5.434038122471865,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,0.0,0.0,0.0,freeze,original,8350047,,0
baseline,baseline,0,60.0,0.4,35.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.5804284649540075,37.95967651334732,22.040323486652678,3.9239999999999853,0.0,3.8606193455659343,4.99687544150238,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,0.0,0.0,0.0,freeze,original,8350048,,0
baseline,baseline,0,60.0,0.4,40.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,0.9409212699222992,35.03905696244409,24.96094303755591,3.9239999999999853,0.0,3.813551119606775,8.583711381289632,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,0.0,0.0,0.0,freeze,original,8350049,,0
proposed,proposed,0,20.0,0.85,20.0,20.0,True,,3.920708948241658,0.0,1.339308921876678,20.0,0.0,3.335400049701338,4.358024597167969,7.594894924613713,1.8043776858454537,8.3385,True,AVOIDED,0.0,0.0,0.0,freeze,original,8760000,,0
proposed,proposed,0,20.0,0.85,25.0,20.0,True,,4.195510218845238,3.657861365625391,1.5551013235364857,20.0,0.0,3.335400049701338,4.360408782958984,7.869696242314734,1.7694600564205454,8.3385,True,AVOIDED,0.0,0.0,0.0,freeze,original,8760001,,0
proposed,proposed,0,20.0,0.85,30.0,20.0,True,,4.195523935893825,3.6579558658285976,1.555066672630608,20.0,0.0,3.335400049701338,4.360206604003906,7.869709915739904,1.7694374691448977,8.3385,True,AVOIDED,0.0,0.0,0.0,freeze,original,8760002,,0
proposed,proposed,0,20.0,0.85,35.0,20.0,True,,4.195510218845238,3.657861365625391,1.5551013235364857,20.0,0.0,3.335400049701338,4.360408782958984,7.869696242314734,1.7694600564205454,8.3385,True,AVOIDED,0.0,0.0,0.0,freeze,original,8760003,,0
proposed,proposed,0,20.0,0.85,40.0,20.0,True,,4.195523929089964,3.6579558658285976,1.5550666712901509,20.0,0.0,3.335400049701338,4.360206604003906,7.869709908935939,1.7694374700495903,8.3385,True,AVOIDED,0.0,0.0,0.0,freeze,original,8760004,,0
proposed,proposed,0,20.0,0.4,20.0,20.0,True,,3.2186599995222407,4.18864382576048,1.3386192833366588,20.0,0.0,3.924000000000003,5.0617828369140625,6.892964186820062,1.8044232680391243,3.9240000000000004,True,AVOIDED,0.0,0.0,0.0,freeze,original,8760005,,0
proposed,proposed,0,20.0,0.4,25.0,20.0,True,,3.048637322277454,0.0,1.7547304082145698,20.0,0.0,3.924000000000003,6.6084442138671875,6.722941509575275,1.5679218645772697,3.9240000000000004,True,AVOIDED,0.0,0.0,0.0,freeze,original,8760006,,0
proposed,proposed,0,20.0,0.4,30.0,20.0,True,,3.0504246821256995,2.864544209449814,1.7552582695695933,20.0,0.0,3.924000000000003,6.607891082763672,6.7247288694235205,1.5675922931020374,3.9240000000000004,True,AVOIDED,0.0,0.0,0.0,freeze,original,8760007,,0
proposed,proposed,0,20.0,0.4,35.0,20.0,True,,3.0510869704970087,2.8649918075643197,1.7555189743116142,20.0,0.0,3.924000000000003,6.606849670410156,6.72539115779483,1.567409144788136,3.9240000000000004,True,AVOIDED,0.0,0.0,0.0,freeze,original,8760008,,0
proposed,proposed,0,20.0,0.4,40.0,20.0,True,,3.0504284864370392,2.864544209449814,1.7552589614681762,20.0,0.0,3.924000000000003,6.607891082763672,6.72473267373486,1.567591674573954,3.9240000000000004,True,AVOIDED,0.0,0.0,0.0,freeze,original,8760009,,0
proposed,proposed,0,30.0,0.85,20.0,20.0,True,,3.9326650882441907,3.501718372541213,1.589240310269733,30.0,0.0,3.335400049701338,9.961448669433594,7.606969275542012,2.203696841912894,8.3385,True,AVOIDED,0.0,0.0,0.0,freeze,original,8760010,,0
proposed,proposed,0,30.0,0.85,25.0,20.0,True,,1.4732212832962626,4.331886701944831,1.1535649608842213,30.0,0.0,8.3385,8.699321746826172,5.147472094913993,3.3316057713605907,8.3385,True,AVOIDED,0.0,0.0,0.0,freeze,original,8760011,,0
proposed,proposed,0,30.0,0.85,30.0,20.0,True,,3.1056197352822723,3.501718372541213,1.5791092051880642,30.0,0.0,3.335400049701338,9.961444854736328,6.779923922580093,2.6176888670134737,8.3385,True,AVOIDED,0.0,0.0,0.0,freeze,original,8760012,,0
proposed,proposed,0,30.0,0.85,35.0,20.0,True,,3.106171173581699,3.5020199028370245,1.5775132192311272,30.0,0.0,3.335400049701338,9.960845947265625,6.78047536087952,2.6176375743156006,8.3385,True,AVOIDED,0.0,0.0,0.0,freeze,original,8760013,,0
proposed,proposed,0,30.0,0.85,40.0,20.0,True,,3.105623532213931,3.501718372541213,1.5791096647943068,30.0,0.0,3.335400049701338,9.961444854736328,6.779927719511752,2.6176881040457913,8.3385,True,AVOIDED,0.0,0.0,0.0,freeze,original,8760014,,0
proposed,proposed,0,30.0,0.4,20.0,20.0,True,,3.3330810557766055,4.153430070938013,1.587975167140971,30.0,0.0,3.924000000000003,10.561279296875,7.007385243074427,2.2036449020803137,3.9240000000000004,True,AVOIDED,0.0,0.0,0.0,freeze,original,8760015,,0
proposed,proposed,0,30.0,0.4,25.0,20.0,True,,1.735646644075321,4.020213237314848,1.1524483666416514,30.0,0.0,3.924000000000003,8.436286926269531,5.409950831373142,3.3316693273856473,3.9240000000000004,True,AVOIDED,0.0,0.0,0.0,freeze,original,8760016,,0
proposed,proposed,0,30.0,0.4,30.0,20.0,True,,2.8515099356190996,4.2007117416867015,1.7492078572231318,30.0,0.0,3.924000000000003,12.284679412841797,6.525814122916921,2.252335098594417,3.9240000000000004,True,AVOIDED,0.0,0.0,0.0,freeze,original,8760017,,0
proposed,proposed,0,30.0,0.4,35.0,20.0,True,,2.651828845430469,4.154089000255718,1.7290123609883672,30.0,0.0,3.924000000000003,11.65677261352539,6.32613303272829,2.3901463996959005,3.9240000000000004,True,AVOIDED,0.0,0.0,0.0,freeze,original,8760018,,0
proposed,proposed,0,30.0,0.4,40.0,20.0,True,,2.651711591415202,4.153947568581715,1.7308080242482524,30.0,0.0,3.924000000000003,11.657157897949219,6.326015778713023,2.390125282715792,3.9240000000000004,True,AVOIDED,0.0,0.0,0.0,freeze,original,8760019,,0
proposed,proposed,0,40.0,0.85,20.0,20.0,True,,1.4112985349541418,6.547570622823611,1.2511492783422866,40.0,0.0,8.3385,12.330005645751953,5.0853593058364766,3.961490876976411,8.3385,True,AVOIDED,0.0,0.0,0.0,freeze,original,8760020,,0
proposed,proposed,0,40.0,0.85,25.0,20.0,True,,1.4176998844259536,3.76538043473354,1.5806811107489096,40.0,0.0,8.3385,16.740442276000977,5.091802032137474,3.1546168343696994,8.3385,True,AVOIDED,0.0,0.0,0.0,freeze,original,8760021,,0
proposed,proposed,0,40.0,0.85,30.0,20.0,True,,0.7296843913079281,7.866816028342706,1.0491368030451966,40.0,0.0,8.338500000000018,11.355693817138672,4.403767487520606,5.008331380756813,8.3385,True,AVOIDED,0.0,0.0,0.0,freeze,original,8760022,,0
proposed,proposed,0,40.0,0.85,35.0,20.0,True,,1.5823564393882137,4.037112762822045,1.5394874871753652,40.0,0.0,8.3385,16.023054122924805,5.256443362897178,3.448934301588219,8.3385,True,AVOIDED,0.0,0.0,0.0,freeze,original,8760023,,0
proposed,proposed,0,40.0,0.85,40.0,20.0,True,,1.5812645941922856,4.037136743979588,1.5928784294129137,40.0,0.0,8.3385,16.023218154907227,5.255408709153902,3.4611625695600736,8.3385,True,AVOIDED,0.0,0.0,0.0,freeze,original,8760024,,0
proposed,proposed,0,40.0,0.4,20.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.2518607036226785,33.08860290601171,6.911397093988291,3.924000000000003,0.0,3.820263313116803,3.9603839026224663,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,0.0,0.0,0.0,freeze,original,8760025,,0
proposed,proposed,0,40.0,0.4,25.0,20.0,True,,0.6542422750209926,4.102078217773488,1.6838269796147827,40.0,0.0,3.924000000000003,18.60747528076172,4.32840932348464,2.9670315408161603,3.9240000000000004,True,AVOIDED,0.0,0.0,0.0,freeze,original,8760026,,0
proposed,proposed,0,40.0,0.4,30.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.0489616162358588,30.837447775246815,9.162552224753187,3.924000000000003,0.0,3.8341723577329065,5.00778443697093,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,0.0,0.0,0.0,freeze,original,8760027,,0
proposed,proposed,0,40.0,0.4,35.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.5397127114380706,35.940346526438475,4.059653473561529,3.924000000000003,0.0,3.813987723645099,3.4490762113198645,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,0.0,0.0,0.0,freeze,original,8760028,,0
proposed,proposed,0,40.0,0.4,40.0,20.0,False,vehicle.ue4.audi.tt,0.0,4.068938290684394,1.7466100848713002,38.76105602077197,1.2389439792280303,3.924000000000003,0.0,3.8095854684620067,3.162570608903506,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,0.0,0.0,0.0,freeze,original,8760029,,0
proposed,proposed,0,50.0,0.85,20.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.0283507624270962,40.21925492040715,9.780745079592844,8.3385,0.0,3.821803534183559,6.251445427884491,8.3385,True,COLLISION with vehicle.ue4.audi.tt,0.0,0.0,0.0,freeze,original,8760030,,0
proposed,proposed,0,50.0,0.85,25.0,20.0,True,,0.25844992026364544,6.805111960610857,1.3761703297458985,50.0,0.0,8.338500000000018,18.85797691345215,3.932616992230024,4.67326940838413,8.3385,True,AVOIDED,0.0,0.0,0.0,freeze,original,8760031,,0
proposed,proposed,0,50.0,0.85,30.0,20.0,True,,0.9371726112655354,5.192653004512637,1.5915557582378868,50.0,0.0,8.338500000000018,21.630722045898438,4.611259613541595,4.0496133296805565,8.3385,True,AVOIDED,0.0,0.0,0.0,freeze,original,8760032,,0
proposed,proposed,0,50.0,0.85,35.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.0048868253619239,41.66372469936795,8.336275300632053,8.3385,0.0,3.8194043625053884,6.639623851641858,8.3385,True,COLLISION with vehicle.ue4.audi.tt,0.0,0.0,0.0,freeze,original,8760033,,0
proposed,proposed,0,50.0,0.85,40.0,20.0,False,vehicle.ue4.audi.tt,0.0,6.6319939582979135,1.3507387427231656,46.86250154596955,3.1374984540304514,8.338500000000018,0.0,3.8094106452592396,4.970826623211005,8.3385,True,COLLISION with vehicle.ue4.audi.tt,0.0,0.0,0.0,freeze,original,8760034,,0
proposed,proposed,0,50.0,0.4,20.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.0283095496803998,30.89710919269787,19.10289080730213,3.9239999999999853,0.0,3.931804011362903,6.252550149773482,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,0.0,0.0,0.0,freeze,original,8760035,,0
proposed,proposed,0,50.0,0.4,25.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.3758346436684956,38.277805660868836,11.722194339131166,3.924000000000003,0.0,3.8306275281397872,4.67320867168864,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,0.0,0.0,0.0,freeze,original,8760036,,0
proposed,proposed,0,50.0,0.4,30.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.693193044708282,40.26723433992974,9.732765660070253,3.924000000000003,0.0,3.8350195311308455,3.810387753672799,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,0.0,0.0,0.0,freeze,original,8760037,,0
proposed,proposed,0,50.0,0.4,35.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.8680985585458059,41.21555843884309,8.784441561156912,3.924000000000003,0.0,3.8246420651867927,3.4749540424911953,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,0.0,0.0,0.0,freeze,original,8760038,,0
proposed,proposed,0,50.0,0.4,40.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.35124442383934,38.60190136028814,11.398098639711865,3.924000000000003,0.0,3.835937206855776,4.970579322990501,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,0.0,0.0,0.0,freeze,original,8760039,,0
proposed,proposed,0,60.0,0.85,20.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,0.8715222210920067,39.745355904858265,20.254644095141735,8.3385,0.0,4.090407565210569,9.086393451542861,8.3385,True,COLLISION with vehicle.ue4.audi.tt,0.0,0.0,0.0,freeze,original,8760040,,0
proposed,proposed,0,60.0,0.85,25.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.1321023594448238,49.762324418348584,10.23767558165142,8.3385,0.0,3.8275239741220806,6.9582527156196,8.3385,True,COLLISION with vehicle.ue4.audi.tt,0.0,0.0,0.0,freeze,original,8760041,,0
proposed,proposed,0,60.0,0.85,30.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.450181401363242,51.995715916305194,8.004284083694804,8.3385,0.0,3.830084185564274,5.434061926855033,8.3385,True,COLLISION with vehicle.ue4.audi.tt,0.0,0.0,0.0,freeze,original,8760042,,0
